age,sex,bmi,children,smoker,region,charges,SSN,Phone Number
55,female,29.83,0,no,northeast,11286.5387,428-79-9757,588.673.6818
23,male,32.7,3,no,southwest,3591.48,300-81-5449,(554)132-2451
22,female,30.4,0,yes,northwest,33907.548,336-51-1925,497.927.9892
50,female,33.7,4,no,southwest,11299.343,093-91-4889,558.115.0608x71382
18,female,31.35,4,no,northeast,4561.1885,708-73-9436,+1-906-071-5616
51,female,34.96,2,yes,northeast,44641.1974,219-44-2868,001-377-174-7786x23183
22,male,33.77,0,no,southeast,1674.6323,608-91-4075,001-340-865-9011x72401
52,female,30.875,0,no,northeast,23045.56616,448-24-7936,+1-126-986-7265x09767
25,female,33.99,1,no,southeast,3227.1211,180-34-1905,468-880-6457
33,female,19.095,2,yes,northeast,16776.30405,319-42-7760,(021)185-4498x201
53,male,28.6,3,no,southwest,11253.421,874-06-0789,(035)971-9172
29,male,38.94,1,no,southeast,3471.4096,646-20-4192,(596)721-2614x2270
58,male,36.08,0,no,southeast,11363.2832,167-46-0394,9783342647
37,male,29.8,0,no,southwest,20420.60465,156-08-6286,001-797-560-0024x5135
54,female,31.24,0,no,southeast,10338.9316,791-69-3294,+1-399-552-6781x7059
49,female,29.925,0,no,northwest,8988.15875,863-04-0134,001-768-419-7238x388
50,female,26.22,2,no,northwest,10493.9458,318-45-1230,+1-474-929-2785x55405
26,male,30,1,no,southwest,2904.088,462-16-5952,746.770.8978
45,male,20.35,3,no,southeast,8605.3615,138-03-2919,001-723-664-7483
54,female,32.3,1,no,northeast,11512.405,462-14-2935,001-385-094-1119x099
38,male,38.39,3,yes,southeast,41949.2441,381-10-5723,+1-974-833-1675x90161
48,female,25.85,3,yes,southeast,24180.9335,356-93-2716,831.519.5021x26998
28,female,26.315,3,no,northwest,5312.16985,315-14-3764,249-676-9856x761
23,male,24.51,0,no,northeast,2396.0959,468-88-6490,189-169-4070x85213
55,male,32.67,1,no,southeast,10807.4863,129-24-3498,(469)426-1802x496
41,male,29.64,5,no,northeast,9222.4026,120-28-2472,(699)971-9338
25,male,33.33,2,yes,southeast,36124.5737,174-77-4345,(729)676-3238x504
33,male,35.75,1,yes,southeast,38282.7495,424-90-1782,001-561-515-2433x95535
30,female,19.95,3,no,northwest,5693.4305,342-06-8661,(183)635-2937
23,female,31.4,0,yes,southwest,34166.273,499-14-8217,(747)843-1596
46,male,38.17,2,no,southeast,8347.1643,712-63-4013,(698)727-6968x107
53,female,36.86,3,yes,northwest,46661.4424,777-24-0821,898-712-1776x2906
27,female,32.395,1,no,northeast,18903.49141,018-69-6934,479-819-6701
23,female,42.75,1,yes,northeast,40904.1995,536-07-0346,+1-379-858-2618x14764
63,female,25.08,0,no,northwest,14254.6082,888-69-1579,(548)960-5131x367
55,male,29.9,0,no,southwest,10214.636,750-63-0622,0066400247
35,female,35.86,2,no,southeast,5836.5204,541-26-1068,5273103362
34,male,32.8,1,no,southwest,14358.36437,730-94-2725,340.540.3483
19,female,18.6,0,no,southwest,1728.897,863-34-6440,819-644-2225x97657
39,female,23.87,5,no,southeast,8582.3023,495-55-4349,607.725.1893x959
27,male,45.9,2,no,southwest,3693.428,418-86-9796,6820413136
57,male,40.28,0,no,northeast,20709.02034,142-46-8240,001-019-833-2590x17143
52,female,18.335,0,no,northwest,9991.03765,497-03-3893,314-481-6855x337
28,male,33.82,0,no,northwest,19673.33573,123-16-1314,0584780353
50,female,28.12,3,no,northwest,11085.5868,144-31-4022,(891)976-2210x72207
44,female,25,1,no,southwest,7623.518,033-42-2111,694.909.6835x7625
26,female,22.23,0,no,northwest,3176.2877,569-02-2456,217-233-3836x2882
33,male,30.25,0,no,southeast,3704.3545,877-99-8282,+1-807-376-7286x6412
19,female,32.49,0,yes,northwest,36898.73308,187-28-3685,001-857-322-4786x3059
50,male,37.07,1,no,southeast,9048.0273,134-23-8918,(210)425-0995x92589
41,female,32.6,3,no,southwest,7954.517,740-44-2323,(879)790-2999
52,female,24.86,0,no,southeast,27117.99378,517-02-5862,870-872-1533x8196
39,male,32.34,2,no,southeast,6338.0756,863-01-7365,878.845.1141
50,male,32.3,2,no,southwest,9630.397,135-98-0819,001-334-391-7282x242
52,male,32.775,3,no,northwest,11289.10925,867-58-5480,+1-193-609-9969x78624
60,male,32.8,0,yes,southwest,52590.82939,841-27-7322,001-060-763-1733
20,female,31.92,0,no,northwest,2261.5688,264-88-2069,001-700-604-9357x6026
55,male,21.5,1,no,southwest,10791.96,536-64-8614,(696)143-0945x0076
42,male,34.1,0,no,southwest,5979.731,195-17-1912,3490330103
18,female,30.305,0,no,northeast,2203.73595,767-98-1359,+1-796-467-9869x9390
58,female,36.48,0,no,northwest,12235.8392,438-88-6592,940-274-2098
43,female,32.56,3,yes,southeast,40941.2854,237-36-7422,001-721-436-8444x1436
35,female,35.815,1,no,northwest,5630.45785,648-06-0802,0531198379
48,female,27.93,4,no,northwest,11015.1747,135-61-3088,(061)505-9566x845
36,female,22.135,3,no,northeast,7228.21565,090-35-3021,2357102527
19,male,44.88,0,yes,southeast,39722.7462,008-62-6454,(822)683-4429
23,female,23.18,2,no,northwest,14426.07385,453-72-4609,8752294170
20,female,30.59,0,no,northeast,2459.7201,055-54-0618,677-118-5489x094
32,female,41.1,0,no,southwest,3989.841,331-99-9674,751-756-5796
43,female,34.58,1,no,northwest,7727.2532,346-91-2388,676-590-3703x73798
34,male,42.13,2,no,southeast,5124.1887,634-08-6569,+1-435-329-5175x12857
30,male,38.83,1,no,southeast,18963.17192,659-98-9819,935.744.5252x3796
18,female,28.215,0,no,northeast,2200.83085,012-66-8965,081.045.8444
41,female,28.31,1,no,northwest,7153.5539,273-73-3716,(058)002-7614x41507
35,female,26.125,0,no,northeast,5227.98875,036-97-6944,939.795.8864
57,male,40.37,0,no,southeast,10982.5013,043-45-7534,001-357-769-7732x34919
29,female,24.6,2,no,southwest,4529.477,342-54-1148,253.495.7504
32,male,35.2,2,no,southwest,4670.64,875-25-0070,350.680.8389x664
37,female,34.105,1,no,northwest,6112.35295,733-58-1962,(076)725-3228x85284
18,male,27.36,1,yes,northeast,17178.6824,826-91-6751,356.713.1610
43,female,26.7,2,yes,southwest,22478.6,225-02-6747,(074)994-9771x77859
56,female,41.91,0,no,southeast,11093.6229,806-79-7269,573-098-9509
38,male,29.26,2,no,northwest,6457.8434,251-15-3881,1579427004
29,male,32.11,2,no,northwest,4433.9159,599-80-7202,(708)273-9082
22,female,27.1,0,no,southwest,2154.361,274-86-3604,560-202-7574x91054
52,female,24.13,1,yes,northwest,23887.6627,636-81-0839,337-651-2219x1249
40,female,27.4,1,no,southwest,6496.886,644-07-9125,+1-375-530-4097
23,female,34.865,0,no,northeast,2899.48935,506-31-0085,(705)584-3396
31,male,29.81,0,yes,southeast,19350.3689,405-66-9193,(515)611-8039x92094
42,female,41.325,1,no,northeast,7650.77375,835-56-4132,001-241-483-3567x29715
24,female,29.925,0,no,northwest,2850.68375,825-54-5140,001-180-249-4787x781
25,female,30.3,0,no,southwest,2632.992,661-83-5482,(939)340-2105x721
48,female,27.36,1,no,northeast,9447.3824,302-50-5964,(065)749-7100
23,female,28.49,1,yes,southeast,18328.2381,194-15-9745,(400)933-8769
45,male,23.56,2,no,northeast,8603.8234,327-77-5607,001-305-926-8933x6185
20,male,35.625,3,yes,northwest,37465.34375,226-18-6671,001-920-994-5071x6669
62,female,32.68,0,no,northwest,13844.7972,748-01-2994,770.853.7812x08555
43,female,25.27,1,yes,northeast,21771.3423,725-68-7130,6804710971
23,female,28,0,no,southwest,13126.67745,754-38-5400,001-546-690-3617
31,female,32.775,2,no,northwest,5327.40025,822-68-6287,+1-840-864-9623x15079
41,female,21.755,1,no,northeast,13725.47184,792-28-0811,405.112.9197x40498
58,female,32.395,1,no,northeast,13019.16105,380-25-4504,404-144-3220x54224
48,female,36.575,0,no,northwest,8671.19125,162-75-5543,001-467-919-0752
31,female,21.755,0,no,northwest,4134.08245,713-37-0186,8473988660
19,female,27.93,3,no,northwest,18838.70366,483-10-3506,638-393-3827x9713
19,female,30.02,0,yes,northwest,33307.5508,481-16-3937,(287)525-9602x920
41,male,33.55,0,no,southeast,5699.8375,558-81-3424,158-678-4796x9521
40,male,29.355,1,no,northwest,6393.60345,470-56-9790,+1-722-242-5072x2716
31,female,25.8,2,no,southwest,4934.705,585-05-8747,840.205.9130x7809
37,male,24.32,2,no,northwest,6198.7518,147-04-7962,102-795-2508x8685
46,male,40.375,2,no,northwest,8733.22925,461-72-9498,001-020-189-2667x01431
22,male,32.11,0,no,northwest,2055.3249,152-23-1242,2538279403
51,male,32.3,1,no,northeast,9964.06,820-02-6926,(277)801-4962x31048
18,female,27.28,3,yes,southeast,18223.4512,385-52-4512,001-386-460-8975x3733
35,male,17.86,1,no,northwest,5116.5004,812-37-2105,754.617.9803x0093
59,female,34.8,2,no,southwest,36910.60803,665-09-2806,745-280-5678x21248
36,male,33.4,2,yes,southwest,38415.474,041-20-0415,001-567-946-2080x5172
37,female,25.555,1,yes,northeast,20296.86345,798-29-6569,1060890317
59,male,37.1,1,no,southwest,12347.172,285-17-3294,(138)874-0573
36,male,30.875,1,no,northwest,5373.36425,105-81-7630,7816162021
39,male,34.1,2,no,southeast,23563.01618,583-25-9136,624-927-4559x527
18,male,21.47,0,no,northeast,1702.4553,203-09-1753,(507)413-7236
52,female,33.3,2,no,southwest,10806.839,058-02-1095,019-578-2664x0701
27,female,31.255,1,no,northwest,3956.07145,365-59-0353,2670037970
18,male,39.14,0,no,northeast,12890.05765,227-62-6320,(893)049-8201
40,male,25.08,0,no,southeast,5415.6612,253-86-6502,277-210-4287x098
29,male,37.29,2,no,southeast,4058.1161,117-69-5737,776.908.7250
46,female,34.6,1,yes,southwest,41661.602,672-03-6173,520.418.7063
38,female,30.21,3,no,northwest,7537.1639,159-03-6175,165.559.4882x04238
30,female,21.945,1,no,northeast,4718.20355,177-18-2621,(058)622-8809
40,male,24.97,2,no,southeast,6593.5083,598-24-1046,185.180.2268
50,male,25.3,0,no,southeast,8442.667,623-38-0916,230.065.4371
20,female,24.42,0,yes,southeast,26125.67477,831-22-3102,(783)510-9777
41,male,23.94,1,no,northeast,6858.4796,057-98-0827,001-213-066-9691x647
33,female,39.82,1,no,southeast,4795.6568,729-49-7773,226.538.0369x783
38,male,16.815,2,no,northeast,6640.54485,505-09-2541,(495)464-5312
42,male,37.18,2,no,southeast,7162.0122,176-10-4432,+1-707-120-6760
56,male,34.43,0,no,southeast,10594.2257,837-19-6101,826.886.4705x7568
58,male,30.305,0,no,northeast,11938.25595,365-32-9010,+1-787-797-0317x180
52,male,34.485,3,yes,northwest,60021.39897,619-41-5634,(085)608-2882x2304
20,female,21.8,0,yes,southwest,20167.33603,384-24-4265,+1-479-460-5516
54,female,24.605,3,no,northwest,12479.70895,429-68-4511,4921577073
58,male,23.3,0,no,southwest,11345.519,765-18-3173,983.694.2945x1971
45,female,27.83,2,no,southeast,8515.7587,026-78-2274,001-868-762-2120x513
26,male,31.065,0,no,northwest,2699.56835,106-43-4184,(341)848-3799x407
63,female,21.66,0,no,northeast,14449.8544,746-33-0922,(297)751-1285x41876
58,female,28.215,0,no,northwest,12224.35085,395-99-4779,001-646-049-6295
37,male,22.705,3,no,northeast,6985.50695,290-47-3897,+1-976-453-2358x35359
25,female,42.13,1,no,southeast,3238.4357,762-12-7555,001-098-602-2833
52,male,41.8,2,yes,southeast,47269.854,250-39-0359,766.228.4784
64,male,36.96,2,yes,southeast,49577.6624,868-97-3723,027-498-1669
22,female,21.28,3,no,northwest,4296.2712,212-04-5428,+1-375-794-5003x48661
28,female,33.11,0,no,southeast,3171.6149,159-15-2840,297-973-4398
18,male,33.33,0,no,southeast,1135.9407,306-66-0363,298-270-6997x61393
28,male,24.3,5,no,southwest,5615.369,641-37-9269,+1-873-766-1228
45,female,25.7,3,no,southwest,9101.798,590-09-2884,4396973869
33,male,29.4,4,no,southwest,6059.173,498-18-5644,(410)659-3312
18,female,39.82,0,no,southeast,1633.9618,680-15-7912,718-882-4006
32,male,33.63,1,yes,northeast,37607.5277,422-44-5166,(893)919-3441x16045
24,male,29.83,0,yes,northeast,18648.4217,501-65-1203,001-877-855-9689x4462
19,male,19.8,0,no,southwest,1241.565,175-41-3029,+1-458-586-5251
20,male,27.3,0,yes,southwest,16232.847,779-71-0606,001-195-137-2352x4105
40,female,29.3,4,no,southwest,15828.82173,277-17-6747,+1-374-457-5469x49141
34,female,27.72,0,no,southeast,4415.1588,647-63-3976,001-337-166-8201x032
42,female,37.9,0,no,southwest,6474.013,083-14-7817,(891)410-0069x7207
51,female,36.385,3,no,northwest,11436.73815,196-97-6043,(627)275-4903x12680
54,female,27.645,1,no,northwest,11305.93455,793-43-0763,770.922.3860x47474
55,male,37.715,3,no,northwest,30063.58055,406-96-7954,796-198-4577x3415
52,female,23.18,0,no,northeast,10197.7722,345-44-4121,001-641-882-8439x355
32,female,20.52,0,no,northeast,4544.2348,219-91-7924,749-293-0753x502
28,male,37.1,1,no,southwest,3277.161,575-16-4444,(611)796-8966x1076
41,female,28.05,1,no,southeast,6770.1925,164-05-9418,673.805.4485
43,female,29.9,1,no,southwest,7337.748,020-36-3178,(414)135-6876x067
49,female,33.345,2,no,northeast,10370.91255,116-64-1441,001-197-748-5410
64,male,23.76,0,yes,southeast,26926.5144,170-52-9973,9497176071
55,female,30.5,0,no,southwest,10704.47,244-31-4178,001-296-996-4038x4901
24,male,31.065,0,yes,northeast,34254.05335,358-48-0568,(275)227-5026
20,female,33.3,0,no,southwest,1880.487,570-70-2658,(974)479-1033x650
45,male,27.5,3,no,southwest,8615.3,537-38-4989,(309)085-0994
26,male,33.915,1,no,northwest,3292.52985,263-69-2276,953-971-5986x0401
25,female,34.485,0,no,northwest,3021.80915,083-78-3779,001-131-964-6007x089
43,male,25.52,5,no,southeast,14478.33015,200-36-0601,+1-688-834-8384
35,male,27.61,1,no,southeast,4747.0529,713-17-9597,834.909.5522
26,male,27.06,0,yes,southeast,17043.3414,162-25-6443,900.128.3789x57201
57,male,23.7,0,no,southwest,10959.33,767-31-4578,001-881-480-4761x279
22,female,30.4,0,no,northeast,2741.948,868-99-9835,378-187-9100x24237
32,female,29.735,0,no,northwest,4357.04365,753-47-5220,+1-261-817-7375x37227
39,male,29.925,1,yes,northeast,22462.04375,517-02-5644,001-852-140-5325x768
25,female,26.79,2,no,northwest,4189.1131,106-48-3227,885-370-3581
48,female,33.33,0,no,southeast,8283.6807,662-37-9774,001-338-298-3545x9924
47,female,27.645,2,yes,northwest,24535.69855,381-02-5149,001-951-296-9043x291
18,female,21.66,0,yes,northeast,14283.4594,115-43-5489,179.362.4189
18,male,30.03,1,no,southeast,1720.3537,893-80-6528,335-204-0365
61,male,36.3,1,yes,southwest,47403.88,759-06-8380,233.022.2934x900
47,female,24.32,0,no,northeast,8534.6718,660-23-7183,(504)446-3080x2181
28,female,17.29,0,no,northeast,3732.6251,197-93-6168,(333)159-0068x9870
36,female,25.9,1,no,southwest,5472.449,760-96-8817,935.203.0296x10881
20,male,39.4,2,yes,southwest,38344.566,358-17-2665,913-450-2199
44,male,34.32,1,no,southeast,7147.4728,822-87-2500,001-244-824-3704x5992
38,female,19.95,2,no,northeast,7133.9025,774-27-8008,(415)643-9394
19,male,34.9,0,yes,southwest,34828.654,826-21-6310,+1-986-422-2633x52826
21,male,23.21,0,no,southeast,1515.3449,703-90-1983,008.144.1939
46,male,25.745,3,no,northwest,9301.89355,829-23-5018,(337)110-1162
58,male,25.175,0,no,northeast,11931.12525,269-53-7303,214-924-9742x13472
20,male,22,1,no,southwest,1964.78,499-67-9161,(245)619-4504x8312
18,male,26.125,0,no,northeast,1708.92575,460-57-9056,(195)823-3955x837
28,female,26.51,2,no,southeast,4340.4409,588-35-1124,495.850.8587
33,male,27.455,2,no,northwest,5261.46945,360-61-2851,001-546-709-4455x817
19,female,25.745,1,no,northwest,2710.82855,037-30-0749,6570132496
45,male,30.36,0,yes,southeast,62592.87309,568-58-9965,+1-815-718-3737x11933
62,male,30.875,3,yes,northwest,46718.16325,238-11-6761,(498)046-3528x1717
25,female,20.8,1,no,southwest,3208.787,235-15-7182,+1-161-857-3482
43,male,27.8,0,yes,southwest,37829.7242,363-92-0158,+1-970-092-7543x225
42,male,24.605,2,yes,northeast,21259.37795,154-98-0266,388-975-3580x813
24,female,27.72,0,no,southeast,2464.6188,316-46-5483,001-940-070-8895x207
29,female,21.85,0,yes,northeast,16115.3045,293-81-1612,(151)018-4239x139
32,male,28.12,4,yes,northwest,21472.4788,144-58-4157,(452)217-3272x4007
25,female,30.2,0,yes,southwest,33900.653,312-66-8647,(384)186-8120x7082
41,male,32.2,2,no,southwest,6875.961,790-88-2825,+1-788-698-3924
42,male,26.315,1,no,northwest,6940.90985,322-76-0004,210-866-0436
33,female,26.695,0,no,northwest,4571.41305,458-10-4776,8260576673
34,male,42.9,1,no,southwest,4536.259,660-54-0934,164.353.7871x26636
19,female,34.7,2,yes,southwest,36397.576,068-26-0104,001-969-739-5138
30,female,23.655,3,yes,northwest,18765.87545,684-08-6767,452-535-8419
18,male,28.31,1,no,northeast,11272.33139,427-09-0184,+1-762-153-7265x7561
19,female,20.6,0,no,southwest,1731.677,427-71-8483,(403)284-1386x762
18,male,53.13,0,no,southeast,1163.4627,313-80-6522,397-403-8889
35,male,39.71,4,no,northeast,19496.71917,258-89-3684,540-982-1511
39,female,26.315,2,no,northwest,7201.70085,838-05-5262,001-242-235-9766x76884
31,male,31.065,3,no,northwest,5425.02335,490-12-8483,001-415-831-8120
62,male,26.695,0,yes,northeast,28101.33305,569-57-9153,+1-752-111-1172
62,male,38.83,0,no,southeast,12981.3457,075-38-9705,001-293-213-5671
42,female,40.37,2,yes,southeast,43896.3763,350-73-3630,368.623.5558
31,male,25.935,1,no,northwest,4239.89265,328-37-6699,(181)112-0889
61,male,33.535,0,no,northeast,13143.33665,340-47-4458,891-188-8783
42,female,32.87,0,no,northeast,7050.0213,097-42-2698,971-811-2960
51,male,30.03,1,no,southeast,9377.9047,074-74-4656,(873)919-8163x5642
23,female,24.225,2,no,northeast,22395.74424,780-51-9109,001-428-107-8330x25244
52,male,38.6,2,no,southwest,10325.206,272-75-5269,+1-035-982-1869x43695
57,female,25.74,2,no,southeast,12629.1656,041-35-1467,(506)689-6215x0787
23,female,33.4,0,no,southwest,10795.93733,300-57-9812,+1-100-593-7658x8055
52,female,44.7,3,no,southwest,11411.685,797-25-8122,+1-498-462-1827x2389
50,male,30.97,3,no,northwest,10600.5483,748-82-9640,647.057.4112
18,female,31.92,0,no,northeast,2205.9808,208-38-3790,(812)740-3360x8435
18,female,36.85,0,no,southeast,1629.8335,566-13-9490,404-236-1969x741
21,female,25.8,0,no,southwest,2007.945,553-68-3156,(151)876-9553x036
61,female,29.07,0,yes,northwest,29141.3603,241-64-8764,(929)797-6471x291
